1,2,3,4,5
차라리 잘됐다. 은근슬쩍 들어오는게 낫지. 친구한텐 얘기도 못하고 왔지? 전화나 해줘야겠네. 니가 해라. 그게 예의다. ,그 골때리는 아줌마? 됐어. ,너 그러지마. 걔 나한테 제일 소중한 친구야. 세상에서 걔만큼 날 즐겁게 하는 여자가 있는줄 아냐? ,왜..이래요. ,"경찰이 우스워? 경찰 우습게 여기려면, 법 지키면서 살던가. "
하여간 골고루 유치해.,"싸가지, 왔냐? ",달밤에 체조하냐? ,"프로파일러? 아, 언제나 사건 해결한 뒤에 나타난다는?..",누가 그럽니까?
어떻게 그런 여자가 좋을 수 있을까? ,원래 취향이 특이하잖아. ,워낙 마음이 넓긴- 누군줄 알구 그래? ,죽고싶지?,거봐..이럴 거면서..
"아줌마, 지금 몇신지 알어? ","모르지이, 시계 없는데. ",한밤중이야. 조용히 좀 해. ,프..뭐요?,프로파일링이요. 그때보다 훨씬 발전한 수사기법입니다. 그리고.. 안다고 해도 가르쳐 드릴 수 없어요. 
너어? 너어? 내가 돈 다 갚기전엔 절대루 안된다구- ,저번처럼 코딱지만큼- 너 이 돈 어디서 났냐? ,그거까지 알아야해? ,"변호사인데, 머리숱 적은 거 하나 빼고는 다 좋대. ",딱이네. 일감은 마누라가 따오고 남편은 변호하고.. 
여기 웬일이에요? ,아침에 뉴스 있어요. 그쪽이야말루 웬일이에요? ,어머... 라디오 부스로 간다는게 그만 깜빡했네요. 아직도 방송국 구조가 익숙칠 않아서요. 그럼- ,이거 때문에 니가 괜찮아진 거야. 요즘은 무슨 환청같은거 안들리지?,"아, 참.. 그냥 내가 뭐 잘못 들은 거라니까..  "
빨리 나와! 알바 가게. ,내가 왜? ,어쩐지 한번에 돈을 갚는다했어. 그림을 갖다 팔아? 것 두 아버지가 그렇게 아끼신다는걸? ,"삼촌도 나 믿지? 아빠, 아냐. ",알았어.
너 오토바인 어디서 났냐? ,내꺼야. ,거짓말 마! ,뭐가?,"일처리는 분명히 아마추언데... 너무 쉬워. 난다긴다하는 부잣집이면 경비도 장난 아닐텐데, 너무 쉽게 뚫렸다고. 면식범 아냐?"
준비 다 됐어요? ,당신두? ,오늘 가방을 좀 큰걸 가져올걸 그랬어요. ,진짜 쪼끄만게,"장물도 안 나왔다며? 이건 조심하는게 아니라, 루트를 모르는 거야. "
"하이고, 완전 기생오래비네? ",아줌마두 아주 잘 어울리네. ,비켜. 청소하게. ,이번 사건 범인 말이야.,진짜 나 그것땜에 온 거 아니라구…
아줌마두 해. ,뭐? ,성형 하라구. 그렇게해서라두 사랑을 얻구 싶으면 그렇게 하라구. ,근데 왜 저기에 범인이 없었을까. 형사만 몇십명이 깔려있었는데.. 도대체 얼루 튄거야? ,범인도 못 잡은 게 궁금한 건 많네.
어디가?,"나가자, 일단 나가서 얘기해. ",여기서 살건데 가긴 어딜가. ,그만큼 세상에 관심이 많다는 거니까.,왜? 
야아? ,여기 온 그대로 반대로 가면 공항이거든? 잘 가. ,야 너 그렇다구 사람을 그렇게 내쫓냐? ,실종이요? 도대체..왜.. 어떻게 실종이 된건데요? 그 사건은 강력계 누가 담당했죠? 수사기록은 남아있나요? ,...그 수사는 강력계가 하지 않았어. 감사관실에서 담당했지. 
"야, 쟤 울어어!",냅둬. ,"우는데 어떻게, ",그게... 전..,그리고.. 한번만 더 여자짓하면서 민폐끼치면 그땐 죽는다.
"너, 사실대루 얘기해봐. 너, 쟤하구 정말 결혼했어? 솔직히 말해. 사실이면, 사실이면... 형한테 얘기하구 니네 아버지께두 말씀 드리고, ",애 있는지는 안 물어봐?,뭐 뭐? 아니야? 그럼 쟤 얘긴 다 뭐야?,우리 대 최초의 여순경이래. 형사 기동대의 마스코트라잖아. ,마스코트 같은 소리하고 있네.
사장님! ,엇... ,헤.. 놀라셨어요? ,질문.. 해도 됩니까?,"그럼 그럼, 해. 해.   "
"참, ","네,","내일은 나오지 말구요, ",껄껄. 그건 몰랐네.,우리가 한 두해 알아왔나.
오늘 뉴스 좋았어요. ,매일 모니터 고마워요. ,"특히 그 기사, 인상적이던데요? 우리도 그런 주말여행 한번 가야하는건데. 그죠?",나도 늙었나 보지 뭐.,20대 초반이 그런 말을 하면 어디가서 맞는수가 있다.
너 내 여동생이야?,아니. 여동생이면 좋을거 같애서. 그래서 그랬지?,"허... 한국에 관광 온거면 좋을거 같애서, 그래서 그랬구?",그래. 공부 열심히 하고 와라.,알았어요. 이따 집에서 봐요.
어디 가는거야?,어...바닷가! ,정말? 우와 신난다! ,"쪽방촌 싹 다 밀어버리고 고급 아파트 세우면, 쪽방에 살던 사람들이 거기 들어가 사냐.",그래 너 잘 났다. 
뭐냐?,야 나 케이크 취직한거 몰랐지? 오늘 첫 출근했다. 장래 케이크 명인한테 미리 사인 좀 받아두지? ,밀가루공장 취직한줄 알았지. ,발견장소는요?,국도 인근 야산에서 발견됐대요. 
"야, 어떻게 된거야? 쟤 아주 자기집 같다?","그러니까 어제 들여놓지 말랬지? 몰라, 아줌마가 들여놨으니까 아줌마가 책임져. ","뭐어? 야아, 니가 해결해야지이?",감사…합니다.,울었냐? 
그럼 둘이 정말 결혼했던거야? 쟤가 도망이라도 쳤어?,결혼이요?,"저번에 왜 남편이라구, ",...끝까지 숨길 생각이군요,우리..아들놈.. 당할만큼 당했어. 안 보여? 앞으로 반병신이 돼서 살아야 해. 평생 침대위에서 살아야 한다구. 
너 오늘 당직이라며? 오늘 쉬고 내일 근무해라. ,뭐? ,"전에 그 후배들 있지, 걔들이 내일 산에 가재잖아. 근데 내일 내가 근무거든? 좀 바꿔주라. ",그 미친 놈이... 우리 아들을 저 모양으로 만들었어.. 그런데.. 무슨 벌을 더 받으라구!,아니에요. 형사님이.. 막은 거에요. 더 이상의 살인을.. 
"동생 친구까지 온줄을 몰랐네. 아이 자식, 그렇게 신세 지면 안되는데...",뭐 얼마 있다 가겠지. 괜찮아. ,동생이 너 좋아하지? 누나누나 하면서 잘 따르지?,무슨 말 하는지 모르겠네. 우리 아들은 아냐.,제발 그만 하세요. 여기서 끝이 아닙니다. 더 죽일꺼에요. 또 사람을 죽일 꺼라구요! 
빨리 해가 져야되는데... ,왜?,"어? 어어 더우니까, 더우니까 빨리 해가 졌음 좋겠다구. 아 왜 이 렇게 날씨가 덥냐, 하하... 나오니까 되게 좋지. ",이 가방입니까?,예. 
괜찮아?,어.. 괜찮아 괜찮아. ,"조심해, 레버가 시원찮은가부다?",범인한테 당해서 창피해 죽겠는데 괜찮겠냐? ,그러게 남자 혼자 있는 데를 왜 들어가요?
우리 두시간째 산책중인데. 이제 어디 좀 앉지?,"어? 어... 어, 이리와. ","짠- 우리의 친선게임, 오목! 근데 여기 좀 어둡네.",다른 증거는? ,...확증은 없습니다.
불편하지 않아?,"어, 괜찮아. 걱정말구 푹 쉬어. 푹 쉬어야 빨리 아물지. ","어, 알았어.",예?,"그때요. 사고를 당했을 때, 그 버스기사분 아들이 몇 살이었습니까?"
침대.. 푹신해?,"어, 푹신해. ","아우 야아 너는, 넌 환자가 이렇게 불편하게 있음 어떡하냐. ",그 분을 잘 아십니까?,"그럼. 같은 버스 고정기사였으니까.. 근데, 그 일 있고 얼마 안되서 그만뒀어요. 나쁜 일이 생겼거든. "
어때 편하지?,"응? 어, 그러네.",야 그러구보니까 우리가 이렇게 같이 누워본건 첨이다. 그지?,그럼 혹시 버스에 대해서도 물어보던가요?,예? 그런 얘긴 없었는데.. 
왜 그래?,글세? 잠을 잘못 잤나... 불편하네? 넌 어때? 다친데 괜찮아?,"어, 다 아문거 같애. 흐흐. 얼른 가. 조금이라두 자구 출근해야지. ","범인은 26년이나 쥐죽은 듯 있다가 재수사가 시작되자, 살인을 저질렀어요. 범행동기는 증거인멸일 가능성이 큽니다. ",면식범에 증거인멸.. 아무리 생각해도 버스기사가 의심스러워 그 버스기사는 피해자와 아는 사이였고 그 사건과도 관련이 있는 사람이었어. 
흐~ 잘 잤냐?,늦게 들어오더니 뭐 잘못 먹구 왔냐?,"야 아침을 기분좋게 시작하자 이거지. 우리 둘 다 직장인이잖아, 직장인. 근데, 동생은 어제 안 들어왔냐? 가방은 있던데. ","그래. 이번 사건 범인을 잡으면, 우리가 찾는 진짜 범인도 알아낼 수 있을 꺼야.",어쩐지 선배님 답지 않게 순순히 물러선다 했습니다. 이럴 줄 알고 좀 챙겨온 게 있는데.. 
참! 나 오늘 저녁에 좀 늦을거 같으니까 저녁 혼자 해결해라. 저녁 먹구 영화 보구 술 두 한잔 하구 그럴려면 좀 늦을거야. ,그동안 무지 챙겨준거 같네. ,"슷, 그만하면 챙겨줬지... 근데 너 걔하군 무슨 사이냐? 동생말이야. 걘 너 되게 좋아하는거 같던데? ","국과수, 그것 때문에 간거였냐?","분석 결과 이번 피해자는 과거랑 틀리대. 26년전엔 피해자를 먼저 묶은 다음에 살해했는데, 이번엔 죽인 후에 묶었다는 거야. "
"아버지, 저 모니터중인데요. ",니 방에서 하지 왜 여기서 해?,화면이 작잖아요. ,"너, 미쳤어? 어디서 헛수작이야. ","예, 진짜 돌아버리겠어요. 그러니까.. 전화한 통만 쓰게 해주세요. 예? "
먼저 실례할게요. 동생하구 약속이 있어서요. ,"네? 저, 오늘은 아침뉴스 모니터 안했어요? ","아, 했죠. 오늘 의상 좋던데요. ","야. 얘, 지금까지 사건 발생시각 알리바이 좀 알아봐.  ",도대체 왜 이러세요? 제가 왜 그랬겠습니까? 
허... 농구하려구 불렀다구?,"우리 전통, 목요일 농구 부활시키자. ",할 얘기가 뭔데? 형 할 얘기 있을때마다 농구하자구 그러잖아. ,그게요. 그게.. 순찰할려고..,그날 확인해보니까 비번이던데?
야 우리 나중에 결혼해서두 한집에서 살까? ,싫어. ,"왜 임마, 니 애들이랑 내 애들이랑 너하구 나처럼 같이 자라면 좋잖아. 그래, 그거 좋네. 와 생각만 해두 재밌다 야. ",돌려놓을 겁니다! 아직.. 기회가 있다면.. ,"야, 거기 안서!"
아버지한테 전화 한번 해. ,싫어. ,왜? ,너 진짜 오랜만에 만나서 말 참 곱게한다. ,그래. 그렇게 먹고 싶으면 이 사건 니들이 먹고 떨어져. 대신 체하지 않게 조심해. 
어... 너 밥 먹었나하구. ,건 왜?,"응? 그냥, 걱정이 되서. 제대로 챙겨먹었는지 궁금하잖아. 거기 3분카레 있는데 그거 먹었어? 그거 맛있는데. ",너 뭐야?,장기미제 전탐팀 프로파일러다.
되게 늦었나봐? 들어오는지도 몰랐네?,"어? 어어, 쫌 많이 늦었지. 아유 그냥, 시간 가는 줄을 모르겠더라? 영화두 보구 맛있는 것두 잔뜩 먹구.  ",그래? 거 참 이상하네. 맛있는 거 잔뜩 먹은 사람이 만두는 왜 사다 먹나아? 것두 치사하게 혼자?,예. ,...현장에 나간 전담팀 불러들여. 
참! 언니 어제 성공했어요? ,하..하하...,"아이, 왜 입을 막아요? 어떻게 됐냐구요, ",삐지긴 누가 삐집니까. ,근데 왜 대꾸가 그 모양이야?
"아아, 니가 만들어주는 아침, 얼마만이야? ",맛있게 먹었어?,응. 너무너무 맛있었어.,주소 줘봐. 우리가 만나볼게. ,지금 뭐하자는 거야?
뭐하는 거예요?,"네? 저기, 이거 가져가려구 ",버려요!,네?,그 버스기사. 
뭐하는 짓이냐? ,"테..테스트 했어, 테스트. 부 불이 켜졌길래…",아줌마 바람 맞았지?,확실합니다. 아무도 타지 않았어요.,"그럴리가 없는데. 아저씨, 거짓말 하는 거 아니에요? "
아깐 어디 갔다 왔어? 안보여서 놀랐다.,"응? 으응 그게... 벼 별.... 별이 많아서, 별 구경 좀 하느라구.","응, 별 구경 하기 좋을 거야. 이 근방에 관측하러들 많이 와. 전에 촬영 나온 적 있거든. ",골목길까지 계속 쫓아갔었습니다. 분명히.. 그 놈이라고 생각했는데... ,묻는 말에만 대답해. 
"아아, 이거 금방 안풀리겠는데? 오늘이 유성우가 내리는 날이라네?",유성우?,"별똥별. 오늘 별똥별이 떨어진대. 아아, 큰 일이네? 새벽에 생방 있는데...","그냥, 기분 전환 좀 하려고 나온 거에요.",그걸 변명이라고 하는 거야?  
"해보면 반할 걸요, 재밌어서? ","그러니까, 이걸 하자구요? 지금??",새벽방송 있는데 잠이 안온다면서요? 차라리 밤을 새는 게 낫겠다면서요? ,"혹시 메모나 일기, 그런 건 없었나요?",아뇨. 여기 있는 게 다에요. 
"정말 괜찮아요? 나야 집에 가서 잠깐 눈 붙일 시간이 있지만 당신은 지금 바로 가봐야,","괜찮다니까요. 재밌었어요, 덕분에.","그래요? 다행이네요. 그럼 방송 잘해요? 아! 그거 제법 요긴할 거예요, 오늘 같은 날.",왜 저희한테는 얘기하지 않으셨는데요.,뭐 좋은 일이라고 너희한테 이런 얘기를 하냐.
피곤해 보이네요? 어제도 잠 못잤어요?,글쎄... 별로 피곤하진 않는데요. 잠은 못잤지만.,네에....,"그때 형사들한테 다 얘기했다구. 어두워서 얼굴도, 아무것도 기억 안난다고! ","그럼 외람되지만, 부인의 유품이라도 잠시 보여주시면.. "
야!!,어? ,봄바람에 정신 나갔어? 왜 혼자 히죽거려?,"아니, 제가 그런게 아니라, 무전기에서..",나가. 지금 사람 바쁜 거 안 보여? 잠도 제대로 못 자서 죽겠구만. 재수없게.. 가라고!
저 때문에 약속 늦으시는 거 아니예요?,"아니, 좀 늦어도 괜찮아요. 그래, 아들하고 교제 중이라구요?","아웅, 전 아드님인 줄 알고...얼마 전에 아드님한테 큰 선물을 받았거든요. 저도 뭔가 해주고 싶어서요.",그래두 보면 감이 확 올 거야. 아버님 젊었을 때 해병대셨다며?,"근데, 이걸 언제다 봐."
정말 내가 가도 되는 거야?,가도 되냐니... 늘 봉사 선생님이 부족해서 아쉬운데 대환영이지. 아이들이 너 보면 되게 좋아할 거야.,저기..지난 번에...그러니까 니가 그때 한 말....,이모도 참. 그런 소리 마세요.,"그래두 경찰이랍시구, 지가 좋아하는 여자는 지켜주고 싶은가보다. "
"이번 달엔 정말 드려요. 저 취직했거든요. 그러니까 조금만,",뭔 소리야? 동생이 냈는데?,네? 동생이요?,"귀파고 내 말 잘들으세요. 그때 현장에서 발견된 머리카락, 혈흔 증거 다 없어졌어요. 설사 범인을 잡았다고 해도, 비교가능한 DNA가 없다는 겁니다. ","머리카락, 혈흔 하나 남아있지 않다. 그러니까 문제라는 거에요. 증거물 관리하나 제대로 못했다는 거잖아요."
"아나운서로 인기가 높으신데요, 미모를 유지하는 비결이 뭔가요?",이렇게 얘기하면 저 미움 받는데...정말 특별한 비결이란 게 없어요. 아무리 많이 먹어두 원래 살이 찌지 않는 체질인데다가 피부관리도 세수만 열심히 하는 정도인 걸요.,축복받은 민족이시네요. 현재 사귀는 남자친구는요? 무조건 없다 인가요?,이렇게 말입니까? ,째려보지 말고 노려보라고!
다시 시작한 거야? ,아냐. 그냥 쓰던 거니까 갖다 논 거야.,"너 하고 싶은 일 뭔지 아니까 지금까지 모른 척 했는데, 지금이라도 다시 시작한 거면 날 좀 이용해. 아는 사람들 최대한 동원해서 도와줄,",형사라고 안했을 수도 있어요. 그날 분명히 당신을 찾으러 간다고 나갔었어요. ,"제정신이야? 그때, 형사가 날 찾아왔다면, 난 그때 체포됐겠지. 더 할 말 없으니까 돌아가요. "
"오늘 수고했어. 낮에는 꼬맹이들, 저녁엔 손님접대, 피곤했지?",어 아냐.,"동생은 세상 모르고 뻗었나부네. 재밌는 아가씨야, 말하는 것두 그렇구. 언제 내가 정식으로 저녁 한번 살까? ","소급적용이 된다고 해도 문젭니다. 미제사건에 매달려 있다가 현재 터지는 강력사건을 놓치면, 또 다른 미제사건이 만들어지는 거에요. ",경찰청 차원에서 장기미제 전담팀을 만들어야죠. 
나 놀라운 비밀을 하나 알고 있는데. 말해줄까 말까. ,말하지마. ,안 궁금해?,거짓말... 15년이나 버려진 안경에서 그런 게 발견될 리가 없어. ,"나도 처음엔 거짓말인지 알았어요. 그런데, 아무리 작은 양이라도 혈액이 묻어만 있으면 디엔에이 검출은 가능하답니다. 과학이 피해자에게 준 선물이죠. "
